datetime,call_sym,put_sym,data_call,data_put,straddleValue
2024-08-28 09:16:00,SENSEX30AUG2481800CE,SENSEX30AUG2481800PE,294.9,374.0,668.9
2024-08-28 09:17:00,SENSEX30AUG2481800CE,SENSEX30AUG2481800PE,304.4,344.6,649.0
2024-08-28 09:18:00,SENSEX30AUG2481800CE,SENSEX30AUG2481800PE,299.45,356.5,655.95
2024-08-28 09:19:00,SENSEX30AUG2481800CE,SENSEX30AUG2481800PE,316.0,354.15,670.15
2024-08-28 09:20:00,SENSEX30AUG2481800CE,SENSEX30AUG2481800PE,318.35,345.6,663.95
2024-08-28 09:21:00,SENSEX30AUG2481800CE,SENSEX30AUG2481800PE,322.6,342.0,664.6
2024-08-28 09:22:00,SENSEX30AUG2481800CE,SENSEX30AUG2481800PE,319.5,336.25,655.75
2024-08-28 09:23:00,SENSEX30AUG2481800CE,SENSEX30AUG2481800PE,322.35,336.4,658.75
2024-08-28 09:24:00,SENSEX30AUG2481800CE,SENSEX30AUG2481800PE,315.9,338.85,654.75
2024-08-28 09:25:00,SENSEX30AUG2481800CE,SENSEX30AUG2481800PE,304.2,343.85,648.05
2024-08-28 09:26:00,SENSEX30AUG2481800CE,SENSEX30AUG2481800PE,296.4,353.5,649.9
2024-08-28 09:27:00,SENSEX30AUG2481700CE,SENSEX30AUG2481700PE,346.5,301.8,648.3
2024-08-28 09:28:00,SENSEX30AUG2481800CE,SENSEX30AUG2481800PE,310.45,335.95,646.4
2024-08-28 09:29:00,SENSEX30AUG2481800CE,SENSEX30AUG2481800PE,303.05,336.85,639.9
2024-08-28 09:30:00,SENSEX30AUG2481700CE,SENSEX30AUG2481700PE,340.55,301.55,642.1
2024-08-28 09:31:00,SENSEX30AUG2481700CE,SENSEX30AUG2481700PE,324.7,311.35,636.05
2024-08-28 09:32:00,SENSEX30AUG2481700CE,SENSEX30AUG2481700PE,319.9,317.55,637.45
2024-08-28 09:33:00,SENSEX30AUG2481600CE,SENSEX30AUG2481600PE,379.95,272.4,652.35
2024-08-28 09:34:00,SENSEX30AUG2481600CE,SENSEX30AUG2481600PE,383.3,271.3,654.6
2024-08-28 09:35:00,SENSEX30AUG2481600CE,SENSEX30AUG2481600PE,365.1,285.55,650.65
