datetime,call_sym,put_sym,data_call,data_put,straddleValue
2024-09-16 09:16:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,460.0,472.4,932.4
2024-09-16 09:17:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,452.0,458.1,910.1
2024-09-16 09:18:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,455.35,450.4,905.75
2024-09-16 09:19:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,449.0,456.45,905.45
2024-09-16 09:20:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,446.4,452.55,898.95
2024-09-16 09:21:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,452.9,447.35,900.25
2024-09-16 09:22:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,443.05,454.55,897.6
2024-09-16 09:23:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,450.75,450.9,901.65
2024-09-16 09:24:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,451.65,446.2,897.85
2024-09-16 09:25:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,444.05,450.8,894.85
2024-09-16 09:26:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,442.55,449.65,892.2
2024-09-16 09:27:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,460.4,433.2,893.6
2024-09-16 09:28:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,465.3,429.45,894.75
2024-09-16 09:29:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,453.8,443.95,897.75
2024-09-16 09:30:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,454.9,432.4,887.3
2024-09-16 09:31:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,457.2,426.05,883.25
2024-09-16 09:32:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,415.8,461.1,876.9
2024-09-16 09:33:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,419.65,462.45,882.1
2024-09-16 09:34:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,427.25,452.0,879.25
2024-09-16 09:35:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,419.65,452.55,872.2
2024-09-16 09:36:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,406.95,454.85,861.8
2024-09-16 09:37:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,403.0,462.15,865.15
2024-09-16 09:38:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,420.75,450.6,871.35
2024-09-16 09:39:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,434.2,441.0,875.2
2024-09-16 09:40:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,430.65,440.0,870.65
2024-09-16 09:41:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,430.2,443.25,873.45
2024-09-16 09:42:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,424.75,447.1,871.85
2024-09-16 09:43:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,426.15,445.0,871.15
2024-09-16 09:44:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,430.55,435.2,865.75
2024-09-16 09:45:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,462.3,411.05,873.35
2024-09-16 09:46:00,SENSEX20SEP2483200CE,SENSEX20SEP2483200PE,426.8,460.75,887.55
2024-09-16 09:47:00,SENSEX20SEP2483200CE,SENSEX20SEP2483200PE,421.9,465.45,887.35
2024-09-16 09:48:00,SENSEX20SEP2483200CE,SENSEX20SEP2483200PE,419.05,467.3,886.35
2024-09-16 09:49:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,462.75,430.7,893.45
2024-09-16 09:50:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,475.65,420.95,896.6
2024-09-16 09:51:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,470.75,429.4,900.15
2024-09-16 09:52:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,467.3,434.6,901.9
2024-09-16 09:53:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,463.8,433.0,896.8
2024-09-16 09:54:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,447.95,442.05,890.0
2024-09-16 09:55:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,451.15,441.05,892.2
2024-09-16 09:56:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,446.0,441.9,887.9
2024-09-16 09:57:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,448.55,430.3,878.85
2024-09-16 09:58:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,450.05,438.5,888.55
2024-09-16 09:59:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,448.8,442.05,890.85
2024-09-16 10:00:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,448.2,433.65,881.85
2024-09-16 10:01:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,453.35,424.3,877.65
2024-09-16 10:02:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,465.3,414.75,880.05
2024-09-16 10:03:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,460.05,412.9,872.95
2024-09-16 10:04:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,447.85,426.4,874.25
2024-09-16 10:05:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,439.25,435.9,875.15
2024-09-16 10:06:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,443.45,433.75,877.2
2024-09-16 10:07:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,450.6,424.6,875.2
2024-09-16 10:08:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,453.5,426.1,879.6
2024-09-16 10:09:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,451.2,429.0,880.2
2024-09-16 10:10:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,452.1,426.45,878.55
2024-09-16 10:11:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,456.25,422.55,878.8
2024-09-16 10:12:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,457.2,422.6,879.8
2024-09-16 10:13:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,449.65,425.35,875.0
2024-09-16 10:14:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,447.2,429.7,876.9
2024-09-16 10:15:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,436.45,435.6,872.05
2024-09-16 10:16:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,442.2,426.95,869.15
2024-09-16 10:17:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,438.4,429.05,867.45
2024-09-16 10:18:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,436.6,433.2,869.8
2024-09-16 10:19:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,426.0,445.15,871.15
2024-09-16 10:20:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,440.85,430.1,870.95
2024-09-16 10:21:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,439.9,429.25,869.15
2024-09-16 10:22:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,441.05,432.35,873.4
2024-09-16 10:23:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,439.2,427.95,867.15
2024-09-16 10:24:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,443.45,424.55,868.0
2024-09-16 10:25:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,448.0,418.9,866.9
2024-09-16 10:26:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,435.65,431.4,867.05
2024-09-16 10:27:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,439.15,434.45,873.6
2024-09-16 10:28:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,485.0,392.9,877.9
2024-09-16 10:29:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,483.0,397.2,880.2
2024-09-16 10:30:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,438.3,431.45,869.75
2024-09-16 10:31:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,486.2,390.85,877.05
2024-09-16 10:32:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,489.1,391.4,880.5
2024-09-16 10:33:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,485.4,390.0,875.4
2024-09-16 10:34:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,440.0,430.0,870.0
2024-09-16 10:35:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,444.45,426.45,870.9
2024-09-16 10:36:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,442.2,426.85,869.05
2024-09-16 10:37:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,446.2,424.2,870.4
2024-09-16 10:38:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,446.15,425.0,871.15
2024-09-16 10:39:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,490.25,390.0,880.25
2024-09-16 10:40:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,480.2,397.75,877.95
2024-09-16 10:41:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,477.05,401.8,878.85
2024-09-16 10:42:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,464.55,414.85,879.4
2024-09-16 10:43:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,475.35,405.15,880.5
2024-09-16 10:44:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,473.3,406.9,880.2
2024-09-16 10:45:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,471.3,408.15,879.45
2024-09-16 10:46:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,475.1,406.9,882.0
2024-09-16 10:47:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,477.5,400.7,878.2
2024-09-16 10:48:00,SENSEX20SEP2483100CE,SENSEX20SEP2483100PE,429.7,439.8,869.5
2024-09-16 10:49:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,481.65,397.15,878.8
2024-09-16 10:50:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,470.0,405.0,875.0
2024-09-16 10:51:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,464.1,410.05,874.15
2024-09-16 10:52:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,470.75,405.45,876.2
2024-09-16 10:53:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,471.5,406.35,877.85
2024-09-16 10:54:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,470.0,411.6,881.6
2024-09-16 10:55:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,468.05,409.0,877.05
2024-09-16 10:56:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,461.0,415.0,876.0
2024-09-16 10:57:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,457.65,415.3,872.95
2024-09-16 10:58:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,453.75,419.35,873.1
2024-09-16 10:59:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,450.0,419.75,869.75
2024-09-16 11:00:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,445.2,423.1,868.3
2024-09-16 11:01:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,441.7,430.6,872.3
2024-09-16 11:02:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,437.45,432.7,870.15
2024-09-16 11:03:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,433.25,439.25,872.5
2024-09-16 11:04:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,439.7,428.3,868.0
2024-09-16 11:05:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,451.1,429.1,880.2
2024-09-16 11:06:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,446.85,433.3,880.15
2024-09-16 11:07:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,442.65,438.85,881.5
2024-09-16 11:08:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,439.4,439.1,878.5
2024-09-16 11:09:00,SENSEX20SEP2482900CE,SENSEX20SEP2482900PE,471.8,413.05,884.85
2024-09-16 11:10:00,SENSEX20SEP2482900CE,SENSEX20SEP2482900PE,478.2,410.1,888.3
2024-09-16 11:11:00,SENSEX20SEP2482900CE,SENSEX20SEP2482900PE,475.45,421.55,897.0
2024-09-16 11:12:00,SENSEX20SEP2482900CE,SENSEX20SEP2482900PE,465.55,431.35,896.9
2024-09-16 11:13:00,SENSEX20SEP2482900CE,SENSEX20SEP2482900PE,476.1,422.45,898.55
2024-09-16 11:14:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,428.05,461.2,889.25
2024-09-16 11:15:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,437.75,448.1,885.85
2024-09-16 11:16:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,442.8,442.15,884.95
2024-09-16 11:17:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,447.2,431.1,878.3
2024-09-16 11:18:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,441.05,446.55,887.6
2024-09-16 11:19:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,444.8,442.5,887.3
2024-09-16 11:20:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,451.25,431.0,882.25
2024-09-16 11:21:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,450.8,428.45,879.25
2024-09-16 11:22:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,457.05,427.5,884.55
2024-09-16 11:23:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,461.85,419.65,881.5
2024-09-16 11:24:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,454.7,428.65,883.35
2024-09-16 11:25:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,442.25,440.4,882.65
2024-09-16 11:26:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,443.4,436.95,880.35
2024-09-16 11:27:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,435.95,447.1,883.05
2024-09-16 11:28:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,433.65,448.25,881.9
2024-09-16 11:29:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,431.6,448.0,879.6
2024-09-16 11:30:00,SENSEX20SEP2483000CE,SENSEX20SEP2483000PE,433.1,447.25,880.35
2024-09-16 11:31:00,SENSEX20SEP2482900CE,SENSEX20SEP2482900PE,473.7,414.5,888.2
2024-09-16 11:32:00,SENSEX20SEP2482900CE,SENSEX20SEP2482900PE,475.0,415.45,890.45
2024-09-16 11:33:00,SENSEX20SEP2482900CE,SENSEX20SEP2482900PE,471.0,416.0,887.0
2024-09-16 11:34:00,SENSEX20SEP2482900CE,SENSEX20SEP2482900PE,470.2,423.1,893.3
2024-09-16 11:35:00,SENSEX20SEP2482900CE,SENSEX20SEP2482900PE,469.35,420.6,889.95
2024-09-16 11:36:00,SENSEX20SEP2482900CE,SENSEX20SEP2482900PE,459.3,442.55,901.85
2024-09-16 11:37:00,SENSEX20SEP2482900CE,SENSEX20SEP2482900PE,471.3,436.1,907.4
2024-09-16 11:38:00,SENSEX20SEP2482900CE,SENSEX20SEP2482900PE,476.7,425.9,902.6
2024-09-16 11:39:00,SENSEX20SEP2482900CE,SENSEX20SEP2482900PE,480.15,425.25,905.4
2024-09-16 11:40:00,SENSEX20SEP2482900CE,SENSEX20SEP2482900PE,477.4,433.1,910.5
2024-09-16 11:41:00,SENSEX20SEP2482900CE,SENSEX20SEP2482900PE,464.15,441.2,905.35
2024-09-16 11:42:00,SENSEX20SEP2482900CE,SENSEX20SEP2482900PE,466.95,444.0,910.95
2024-09-16 11:43:00,SENSEX20SEP2482900CE,SENSEX20SEP2482900PE,457.5,450.55,908.05
