datetime,call_sym,put_sym,data_call,data_put,straddleValue
2024-11-22 09:16:00,SENSEX22NOV2477400CE,SENSEX22NOV2477400PE,211.45,321.35,532.8
2024-11-22 09:17:00,SENSEX22NOV2477300CE,SENSEX22NOV2477300PE,274.4,254.35,528.75
2024-11-22 09:18:00,SENSEX22NOV2477300CE,SENSEX22NOV2477300PE,270.0,237.15,507.15
2024-11-22 09:19:00,SENSEX22NOV2477300CE,SENSEX22NOV2477300PE,258.3,224.45,482.75
2024-11-22 09:20:00,SENSEX22NOV2477400CE,SENSEX22NOV2477400PE,242.2,271.05,513.25
2024-11-22 09:21:00,SENSEX22NOV2477400CE,SENSEX22NOV2477400PE,248.05,280.3,528.35
2024-11-22 09:22:00,SENSEX22NOV2477400CE,SENSEX22NOV2477400PE,293.5,273.85,567.35
2024-11-22 09:23:00,SENSEX22NOV2477600CE,SENSEX22NOV2477600PE,368.9,304.1,673.0
2024-11-22 09:24:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,301.75,351.05,652.8
2024-11-22 09:25:00,SENSEX22NOV2477600CE,SENSEX22NOV2477600PE,327.65,293.45,621.1
2024-11-22 09:26:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,296.9,341.25,638.15
2024-11-22 09:27:00,SENSEX22NOV2477600CE,SENSEX22NOV2477600PE,322.5,318.35,640.85
2024-11-22 09:28:00,SENSEX22NOV2477600CE,SENSEX22NOV2477600PE,347.45,299.55,647.0
2024-11-22 09:29:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,342.95,314.6,657.55
2024-11-22 09:30:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,307.05,328.85,635.9
2024-11-22 09:31:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,327.45,314.75,642.2
2024-11-22 09:32:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,322.45,308.9,631.35
2024-11-22 09:33:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,314.85,309.0,623.85
2024-11-22 09:34:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,283.55,330.15,613.7
2024-11-22 09:35:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,278.3,338.05,616.35
2024-11-22 09:36:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,301.35,336.8,638.15
2024-11-22 09:37:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,303.95,318.5,622.45
2024-11-22 09:38:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,291.5,335.9,627.4
2024-11-22 09:39:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,304.85,329.1,633.95
2024-11-22 09:40:00,SENSEX22NOV2477400CE,SENSEX22NOV2477400PE,408.15,397.0,805.15
2024-11-22 09:41:00,SENSEX22NOV2477600CE,SENSEX22NOV2477600PE,340.2,362.65,702.85
2024-11-22 09:42:00,SENSEX22NOV2477600CE,SENSEX22NOV2477600PE,326.55,358.9,685.45
2024-11-22 09:43:00,SENSEX22NOV2477600CE,SENSEX22NOV2477600PE,319.8,373.75,693.55
2024-11-22 09:44:00,SENSEX22NOV2477500CE,SENSEX22NOV2477500PE,360.8,331.4,692.2
2024-11-22 09:45:00,SENSEX22NOV2477500CE,SENSEX22NOV2477500PE,344.55,342.15,686.7
2024-11-22 09:46:00,SENSEX22NOV2477600CE,SENSEX22NOV2477600PE,310.2,351.75,661.95
2024-11-22 09:47:00,SENSEX22NOV2477500CE,SENSEX22NOV2477500PE,332.05,330.1,662.15
2024-11-22 09:48:00,SENSEX22NOV2477500CE,SENSEX22NOV2477500PE,302.3,378.35,680.65
2024-11-22 09:49:00,SENSEX22NOV2477500CE,SENSEX22NOV2477500PE,308.95,343.75,652.7
2024-11-22 09:50:00,SENSEX22NOV2477400CE,SENSEX22NOV2477400PE,343.6,305.5,649.1
2024-11-22 09:51:00,SENSEX22NOV2477500CE,SENSEX22NOV2477500PE,289.0,367.2,656.2
2024-11-22 09:52:00,SENSEX22NOV2477400CE,SENSEX22NOV2477400PE,312.4,349.5,661.9
2024-11-22 09:53:00,SENSEX22NOV2477400CE,SENSEX22NOV2477400PE,316.0,345.0,661.0
2024-11-22 09:54:00,SENSEX22NOV2477400CE,SENSEX22NOV2477400PE,327.0,336.2,663.2
2024-11-22 09:55:00,SENSEX22NOV2477500CE,SENSEX22NOV2477500PE,297.6,341.3,638.9
2024-11-22 09:56:00,SENSEX22NOV2477600CE,SENSEX22NOV2477600PE,279.35,365.0,644.35
2024-11-22 09:57:00,SENSEX22NOV2477500CE,SENSEX22NOV2477500PE,308.0,333.0,641.0
2024-11-22 09:58:00,SENSEX22NOV2477500CE,SENSEX22NOV2477500PE,302.1,320.4,622.5
2024-11-22 09:59:00,SENSEX22NOV2477600CE,SENSEX22NOV2477600PE,281.3,357.0,638.3
2024-11-22 10:00:00,SENSEX22NOV2477600CE,SENSEX22NOV2477600PE,305.55,315.0,620.55
2024-11-22 10:01:00,SENSEX22NOV2477600CE,SENSEX22NOV2477600PE,291.65,315.65,607.3
2024-11-22 10:02:00,SENSEX22NOV2477600CE,SENSEX22NOV2477600PE,298.65,312.05,610.7
2024-11-22 10:03:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,296.5,347.0,643.5
2024-11-22 10:04:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,331.8,317.45,649.25
2024-11-22 10:05:00,SENSEX22NOV2477900CE,SENSEX22NOV2477900PE,305.4,361.6,667.0
2024-11-22 10:06:00,SENSEX22NOV2477900CE,SENSEX22NOV2477900PE,366.8,349.5,716.3
2024-11-22 10:07:00,SENSEX22NOV2477900CE,SENSEX22NOV2477900PE,341.5,353.65,695.15
2024-11-22 10:08:00,SENSEX22NOV2477900CE,SENSEX22NOV2477900PE,386.95,331.05,718.0
2024-11-22 10:09:00,SENSEX22NOV2478000CE,SENSEX22NOV2478000PE,348.3,371.75,720.05
2024-11-22 10:10:00,SENSEX22NOV2478000CE,SENSEX22NOV2478000PE,336.1,378.15,714.25
2024-11-22 10:11:00,SENSEX22NOV2477900CE,SENSEX22NOV2477900PE,380.0,342.0,722.0
2024-11-22 10:12:00,SENSEX22NOV2477900CE,SENSEX22NOV2477900PE,363.5,349.95,713.45
2024-11-22 10:13:00,SENSEX22NOV2477900CE,SENSEX22NOV2477900PE,395.9,330.1,726.0
2024-11-22 10:14:00,SENSEX22NOV2477900CE,SENSEX22NOV2477900PE,384.9,342.5,727.4
2024-11-22 10:15:00,SENSEX22NOV2477900CE,SENSEX22NOV2477900PE,365.35,346.25,711.6
2024-11-22 10:16:00,SENSEX22NOV2477900CE,SENSEX22NOV2477900PE,337.9,368.55,706.45
2024-11-22 10:17:00,SENSEX22NOV2477900CE,SENSEX22NOV2477900PE,369.55,336.85,706.4
2024-11-22 10:18:00,SENSEX22NOV2477900CE,SENSEX22NOV2477900PE,372.3,337.0,709.3
2024-11-22 10:19:00,SENSEX22NOV2477900CE,SENSEX22NOV2477900PE,353.0,342.9,695.9
2024-11-22 10:20:00,SENSEX22NOV2477900CE,SENSEX22NOV2477900PE,352.0,351.45,703.45
2024-11-22 10:21:00,SENSEX22NOV2477900CE,SENSEX22NOV2477900PE,363.2,340.8,704.0
2024-11-22 10:22:00,SENSEX22NOV2477900CE,SENSEX22NOV2477900PE,351.0,350.0,701.0
2024-11-22 10:23:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,365.8,374.35,740.15
2024-11-22 10:24:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,353.35,375.65,729.0
2024-11-22 10:25:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,336.3,390.45,726.75
2024-11-22 10:26:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,354.55,369.95,724.5
2024-11-22 10:27:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,375.0,359.2,734.2
2024-11-22 10:28:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,372.3,356.65,728.95
2024-11-22 10:29:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,349.6,353.8,703.4
2024-11-22 10:30:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,364.8,338.85,703.65
2024-11-22 10:31:00,SENSEX22NOV2477900CE,SENSEX22NOV2477900PE,338.7,350.75,689.45
2024-11-22 10:32:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,355.0,342.6,697.6
2024-11-22 10:33:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,321.95,353.0,674.95
2024-11-22 10:34:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,344.55,326.4,670.95
2024-11-22 10:35:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,327.45,345.05,672.5
2024-11-22 10:36:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,322.0,348.4,670.4
2024-11-22 10:37:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,324.6,343.5,668.1
2024-11-22 10:38:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,323.35,353.05,676.4
2024-11-22 10:39:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,342.0,340.75,682.75
2024-11-22 10:40:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,348.55,339.35,687.9
2024-11-22 10:41:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,342.35,346.45,688.8
2024-11-22 10:42:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,316.0,355.55,671.55
2024-11-22 10:43:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,317.4,373.2,690.6
2024-11-22 10:44:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,347.45,355.85,703.3
2024-11-22 10:45:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,347.85,339.05,686.9
2024-11-22 10:46:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,345.2,338.8,684.0
2024-11-22 10:47:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,321.6,370.0,691.6
2024-11-22 10:48:00,SENSEX22NOV2477500CE,SENSEX22NOV2477500PE,354.4,392.75,747.15
2024-11-22 10:49:00,SENSEX22NOV2477600CE,SENSEX22NOV2477600PE,314.6,391.95,706.55
2024-11-22 10:50:00,SENSEX22NOV2477500CE,SENSEX22NOV2477500PE,362.95,346.7,709.65
2024-11-22 10:51:00,SENSEX22NOV2477600CE,SENSEX22NOV2477600PE,331.2,375.4,706.6
2024-11-22 10:52:00,SENSEX22NOV2477600CE,SENSEX22NOV2477600PE,343.7,344.65,688.35
2024-11-22 10:53:00,SENSEX22NOV2477600CE,SENSEX22NOV2477600PE,360.95,322.15,683.1
2024-11-22 10:54:00,SENSEX22NOV2477600CE,SENSEX22NOV2477600PE,344.55,319.95,664.5
2024-11-22 10:55:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,317.9,338.55,656.45
2024-11-22 10:56:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,329.8,329.45,659.25
2024-11-22 10:57:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,319.95,331.8,651.75
2024-11-22 10:58:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,309.65,340.6,650.25
2024-11-22 10:59:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,307.6,324.5,632.1
2024-11-22 11:00:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,327.0,312.75,639.75
2024-11-22 11:01:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,285.3,357.3,642.6
2024-11-22 11:02:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,324.25,316.15,640.4
2024-11-22 11:03:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,320.45,319.4,639.85
2024-11-22 11:04:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,288.7,356.35,645.05
2024-11-22 11:05:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,293.95,355.0,648.95
2024-11-22 11:06:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,295.85,358.6,654.45
2024-11-22 11:07:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,294.25,360.1,654.35
2024-11-22 11:08:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,281.25,369.25,650.5
2024-11-22 11:09:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,330.45,321.4,651.85
2024-11-22 11:10:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,309.6,335.55,645.15
2024-11-22 11:11:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,305.65,333.45,639.1
2024-11-22 11:12:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,283.1,343.1,626.2
2024-11-22 11:13:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,286.45,322.9,609.35
2024-11-22 11:14:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,298.4,309.15,607.55
2024-11-22 11:15:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,305.7,296.05,601.75
2024-11-22 11:16:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,300.5,280.55,581.05
2024-11-22 11:17:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,270.9,304.55,575.45
2024-11-22 11:18:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,273.3,315.2,588.5
2024-11-22 11:19:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,280.45,327.25,607.7
2024-11-22 11:20:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,287.7,325.35,613.05
2024-11-22 11:21:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,285.6,345.9,631.5
2024-11-22 11:22:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,299.1,329.0,628.1
2024-11-22 11:23:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,278.75,371.8,650.55
2024-11-22 11:24:00,SENSEX22NOV2477600CE,SENSEX22NOV2477600PE,330.5,326.25,656.75
2024-11-22 11:25:00,SENSEX22NOV2477600CE,SENSEX22NOV2477600PE,330.0,327.85,657.85
2024-11-22 11:26:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,289.4,360.95,650.35
2024-11-22 11:27:00,SENSEX22NOV2477600CE,SENSEX22NOV2477600PE,343.0,325.1,668.1
2024-11-22 11:28:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,305.3,353.5,658.8
2024-11-22 11:29:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,312.4,340.55,652.95
2024-11-22 11:30:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,302.6,351.3,653.9
2024-11-22 11:31:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,317.05,331.75,648.8
2024-11-22 11:32:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,307.85,349.8,657.65
2024-11-22 11:33:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,307.9,342.5,650.4
2024-11-22 11:34:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,313.7,337.55,651.25
2024-11-22 11:35:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,314.9,341.5,656.4
2024-11-22 11:36:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,303.0,353.8,656.8
2024-11-22 11:37:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,309.2,347.8,657.0
2024-11-22 11:38:00,SENSEX22NOV2477700CE,SENSEX22NOV2477700PE,308.0,348.75,656.75
2024-11-22 11:39:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,335.6,343.05,678.65
2024-11-22 11:40:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,369.15,335.1,704.25
2024-11-22 11:41:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,368.5,337.3,705.8
2024-11-22 11:42:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,367.05,341.7,708.75
2024-11-22 11:43:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,328.8,357.4,686.2
2024-11-22 11:44:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,358.9,333.75,692.65
2024-11-22 11:45:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,355.45,333.2,688.65
2024-11-22 11:46:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,374.9,323.75,698.65
2024-11-22 11:47:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,363.2,326.0,689.2
2024-11-22 11:48:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,350.0,332.55,682.55
2024-11-22 11:49:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,372.1,324.4,696.5
2024-11-22 11:50:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,362.55,329.85,692.4
2024-11-22 11:51:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,370.4,327.6,698.0
2024-11-22 11:52:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,367.8,325.5,693.3
2024-11-22 11:53:00,SENSEX22NOV2477800CE,SENSEX22NOV2477800PE,357.25,334.55,691.8
2024-11-22 11:54:00,SENSEX22NOV2477900CE,SENSEX22NOV2477900PE,343.4,359.45,702.85
2024-11-22 11:55:00,SENSEX22NOV2477900CE,SENSEX22NOV2477900PE,372.6,344.0,716.6
2024-11-22 11:56:00,SENSEX22NOV2477900CE,SENSEX22NOV2477900PE,364.85,348.55,713.4
2024-11-22 11:57:00,SENSEX22NOV2477900CE,SENSEX22NOV2477900PE,373.85,342.9,716.75
2024-11-22 11:58:00,SENSEX22NOV2477900CE,SENSEX22NOV2477900PE,341.1,370.75,711.85
2024-11-22 11:59:00,SENSEX22NOV2477900CE,SENSEX22NOV2477900PE,334.55,367.05,701.6
